"event_id","event_name","event_url","locale","current_date"
"17k8vOG6C5OBV_C","Marc E. Bassy & Skizzy Mars Present: Folk Heroes North America 2024","https://www.ticketmaster.com/marc-e-bassy-skizzy-mars-present-mesa-arizona-10-15-2024/event/190060E2E0EB464E","en-us","2024-10-16"
"vvG1FZb2Jbhgg2","Blxst - I'll Always Come Find You Tour","https://www.ticketmaster.com/blxst-ill-always-come-find-you-philadelphia-pennsylvania-10-16-2024/event/020060F9986F5D4F","en-us","2024-10-16"
"G5viZbupmLfiu","Post Malone: F-1 Trillion Tour","https://www.ticketmaster.com/post-malone-f1-trillion-tour-orange-beach-alabama-10-17-2024/event/1B0060D5AE7D4B0D","en-us","2024-10-16"
"vv1A8v-7aGAG4AD5","Glorilla, Bossman Dlow and 41","https://www.ticketmaster.com/glorilla-bossman-dlow-and-41-providence-rhode-island-10-18-2024/event/010061109C545ECB","en-us","2024-10-16"
"G5vzZbCwGY-xd","Sam Lachow","https://concerts.livenation.com/sam-lachow-denver-colorado-10-18-2024/event/1E0060EC8CC21883","en-us","2024-10-16"
"17k8vOG6upfi-xZ","Don Toliver - Psycho Tour","https://www.ticketmaster.com/don-toliver-psycho-tour-phoenix-arizona-10-18-2024/event/190060D594B21880","en-us","2024-10-16"
"vv1AaZk7kGkdG6xZl","Jutes","https://www.ticketmaster.com/jutes-los-angeles-california-10-18-2024/event/09006106CC1E202B","en-us","2024-10-16"
"vvG1FZbC1g5Jbn","T.I., Fat Joe, Fabolous","https://www.ticketmaster.com/ti-fat-joe-fabolous-reading-pennsylvania-10-19-2024/event/020060E2B52E662A","en-us","2024-10-16"
"vvG1zZb1XWJ0ia","A Boogie Wit Da Hoodie: Better Off Alone Tour","https://concerts.livenation.com/a-boogie-wit-da-hoodie-better-atlanta-georgia-10-19-2024/event/0E0060AFBD9A4B09","en-us","2024-10-16"
"vvG1jZbuprWK9m","Prof","https://www.ticketmaster.com/prof-madison-wisconsin-10-19-2024/event/070060D59EF535EE","en-us","2024-10-16"
"1kA8v-GaGA15wbz","GUNNA: Wun of Dem Nights","https://www.ticketmaster.com/gunna-wun-of-dem-nights-washington-district-of-columbia-10-19-2024/event/150061309A2F2638","en-us","2024-10-16"
"1kk8v-kZGAuE76D","Rod Wave - Last Lap Tour","https://www.ticketmaster.com/rod-wave-last-lap-tour-glendale-arizona-10-19-2024/event/190061180D9C41FB","en-us","2024-10-16"
"vvG10ZbC57td60","Marc E. Bassy & Skizzy Mars Present: Folk Heroes North America 2024","https://www.ticketmaster.com/marc-e-bassy-skizzy-mars-present-los-angeles-california-10-19-2024/event/090060E2C4A431E4","en-us","2024-10-16"
"1AvfZboGklntgdg","NLE Choppa","https://www.ticketmaster.com/nle-choppa-washington-district-of-columbia-10-20-2024/event/1500611AEAA750F5","en-us","2024-10-16"
"vvG1VZb2nH5NuQ","That Mexican OT","https://www.ticketmaster.com/that-mexican-ot-ft-lauderdale-florida-10-20-2024/event/0D0060FABC2E335A","en-us","2024-10-16"
"vvG1IZbuC72vE8","Don Toliver - Psycho Tour","https://www.ticketmaster.com/don-toliver-psycho-tour-san-diego-california-10-20-2024/event/0A0060D3843C19D0","en-us","2024-10-16"
"vvG1zZbC1LXw-w","PawPaw Rod - Doobie Mouth Tour","https://www.ticketmaster.com/pawpaw-rod-doobie-mouth-tour-atlanta-georgia-10-21-2024/event/0E0060E29FFB2872","en-us","2024-10-16"
"vvG17Zbu3Sb0zO","DIE ANTWOORD: FLAME ON MUDDAF*CKA - North & South American Tour 2024","https://www.ticketmaster.com/die-antwoord-flame-on-muddafcka-north-boston-massachusetts-10-21-2024/event/010060D4B3624E20","en-us","2024-10-16"
"vvG1FZbCwh8wPm","Ken Carson: Chaos Tour","https://www.ticketmaster.com/ken-carson-chaos-tour-montclair-new-jersey-10-21-2024/event/020060EC9B43296E","en-us","2024-10-16"
"G5vYZboQuU3j_","Rod Wave - Last Lap Tour","https://www.ticketmaster.com/rod-wave-last-lap-tour-oakland-california-10-21-2024/event/1C0061168DD92719","en-us","2024-10-16"
"17AOvOG61jdFJIq","Little Stranger","https://concerts.livenation.com/little-stranger-cincinnati-ohio-10-22-2024/event/160060A703226A1D","en-us","2024-10-16"
"17FOvOG61TEPxKz","A Boogie Wit Da Hoodie: Better Off Alone Tour","https://www.ticketmaster.com/a-boogie-wit-da-hoodie-better-jacksonville-florida-10-22-2024/event/220060AFE79624F8","en-us","2024-10-16"
"G5dIZb2JMKg1r","Post Malone: F-1 Trillion Tour","https://concerts.livenation.com/post-malone-f1-trillion-tour-the-woodlands-texas-10-22-2024/event/3A0060F9B74F529E","en-us","2024-10-16"
"vvG1bZbupqUA6_","nobigdyl. - ""the people we became"" Tour","https://www.ticketmaster.com/nobigdyl-the-people-we-became-tour-kansas-city-missouri-10-22-2024/event/060060D59DD851D9","en-us","2024-10-16"
"G5eVZb80FWQ7Z","DeJ Loaf ""Where My Fans Tour""","https://www.ticketmaster.com/dej-loaf-where-my-fans-tour-columbia-south-carolina-10-23-2024/event/2D00610908F5A100","en-us","2024-10-16"
"k7vGFbCwb5sUp","Ken Carson: Chaos Tour","https://www.ticketmaster.com/ken-carson-chaos-tour-huntington-new-york-10-24-2024/event/000060EC982F1D96","en-us","2024-10-16"
"vv1AFZk7yGkdatNSe","BabyTron","https://concerts.livenation.com/babytron-detroit-michigan-10-25-2024/event/08006139C9A63CC2","en-us","2024-10-16"
"G5dIZb8gDRv8w","SonReal","https://concerts.livenation.com/sonreal-houston-texas-10-25-2024/event/3A00610D7BBC1432","en-us","2024-10-16"
"G5vVZb3mQB-A9","TLC","https://www.ticketmaster.com/tlc-ledyard-connecticut-10-25-2024/event/1D00612B9AEA1157","en-us","2024-10-16"
"vvG1VZb8EeHx4i","Latto - Sugar Honey Iced Tea Tour","https://www.ticketmaster.com/latto-sugar-honey-iced-tea-tour-tampa-florida-10-25-2024/event/0D006109C2F2256C","en-us","2024-10-16"
"vvG17ZbGzj-5bP","Slick Rick - Big Daddy Kane - Sugarhill Gang - Grandmaster Dee","https://www.ticketmaster.com/slick-rick-big-daddy-kane-sugarhill-lynn-massachusetts-10-26-2024/event/010060CE1C84B625","en-us","2024-10-16"
"G5dIZb2LJjMXC","Post Malone: F-1 Trillion Tour","https://www.ticketmaster.com/post-malone-f1-trillion-tour-austin-texas-10-26-2024/event/3A0060F7E6737F8E","en-us","2024-10-16"
"17AOvOG6CRsd0pa","BigXthaPlug: Take Care Tour","https://concerts.livenation.com/bigxthaplug-take-care-tour-louisville-kentucky-10-27-2024/event/160060EBF10E4589","en-us","2024-10-16"
"G5dIZb2xl30Mi","Post Malone: F-1 Trillion Tour","https://www.ticketmaster.com/post-malone-f1-trillion-tour-austin-texas-10-27-2024/event/3A0060F8AB4A4DEC","en-us","2024-10-16"
"G5viZb8Y224Rg","Dej Loaf ""Where My Fans Tour"" Fall 2024","https://www.ticketmaster.com/dej-loaf-where-my-fans-tour-memphis-tennessee-10-27-2024/event/1B00610C0F3D5BF5","en-us","2024-10-16"
"G5viZboXsE4eW","Juvenile with Mannie Fresh & The 400 Degreez Band","https://www.ticketmaster.com/juvenile-with-mannie-fresh-the-400-pensacola-florida-10-27-2024/event/1B00611FB19D50BD","en-us","2024-10-16"
"1A_Zk76Gkew2sEi","Wale - Every Blue Moon Tour","https://concerts.livenation.com/wale-every-blue-moon-tour-phoenix-arizona-10-27-2024/event/19006107B23F19EC","en-us","2024-10-16"
